"trade_id","txid","opened_at","closed_at","pair","direction","status","entry","signal_price","initial_stop","maker_taker","requested_qty","entry_filled_qty","exchange_fill_price","exchange_fee_actual","exchange_cost_actual","fee_tier","stop","tp1","tp2","tp3","quantity","original_quantity","remaining_quantity","partial_taken","position_value","risk_percent","risk_dollars","leverage","max_leverage","leverage_limited","raw_score","adjusted_score","setup_score","rr","setup_quality","atr_percent","gbot_version","asset_tier","macro_score","macro_bias","market_regime","bull_probability","bear_probability","score_15m","score_1h","score_4h","score_1d","timeframe_alignment","timeframe_conflict","gate_results","entry_reasons","entry_block_reason","decision_telemetry","market_context_id","snapshot","snapshot_id","snapshot_timestamp","candle_metadata","best_favorable_price","worst_adverse_price","mfe_dollars","mae_dollars","mfe_r","mae_r","max_unrealized_profit","max_unrealized_loss","tp1_touched","tp2_touched","tp3_touched","max_r_achieved","exit_price","gross_pnl","realized_pnl","fees","realized_fees","net_pnl","result","ret7_return_pct","ret7_gate_pass","funding_cost_modeled","borrow_cost_modeled","funding_cost_estimate","borrow_cost_estimate"
"""ENAUSD-20260901170405""","null","""2026-09-01T17:04:05.115842+00:00""","""2026-09-02T10:02:30.469958+00:00""","""ENAUSD""","""LONG""","""CLOSED""","0.1619","null","null","null","null","null","null","null","null","null","0.15443117","0.17683765","0.18430648","0.19924413","10041.73344419","10041.73344419","0.0","false","1625.76","0.75","75.0","0.16","3.0","false","78","83","89","3.0","85.0","2.31","""V10""","4","75.0","""BULL""","""BULL""","91.0","9.0","70.0","80.0","84.0","61.0","false","false","{""regime"":true,""score"":true,""macro"":true,""1h"":true,""4h"":true,""1d"":true,""higher_timeframe_structure"":true,""adx_trend_strength"":true}","[""Strong macro confirmation"",""Strong 4H trend""]","""Qualified""","{""raw_score"":78,""adjusted_score"":83,""action"":""BUY"",""setup_score"":89,""trade_allowed"":true,""opportunity_status"":""ENTRY_READY"",""block_reason"":""Qualified"",""reasons"":[""Strong macro confirmation"",""Strong 4H trend""],""asset_tier"":4,""macro_score"":75.0,""macro_bias"":""BULL"",""market_regime"":""BULL"",""bull_probability"":91.0,""bear_probability"":9.0,""score_15m"":70.0,""score_1h"":80.0,""score_4h"":84.0,""score_1d"":61.0,""alignment"":false,""conflict"":false,""gate_results"":{""regime"":true,""score"":true,""macro"":true,""1h"":true,""4h"":true,""1d"":true,""higher_timeframe_structure"":true,""adx_trend_strength"":true}}","null","{""snapshot_id"":""c0290917876b44ceb9dbc1357aa0a092"",""snapshot_timestamp"":""2026-09-01T17:03:09.332350+00:00""}","""c0290917876b44ceb9dbc1357aa0a092""","""2026-09-01T17:03:09.332350+00:00""","{""decision_timestamp"":1788278400,""decision_status"":""closed"",""current_timestamp"":1788282000,""current_status"":""current""}","0.1619","0.1544","0.0","75.31300083","0.0","1.00417334","0.0","-75.31300083","false","false","false","0.0","0.1544","-75.31","0.0","6.35","0.0","-81.66","""STOP""","null","null","null","null","null","null"
"""ETHFIUSD-20260901170405""","null","""2026-09-01T17:04:05.606198+00:00""","""2026-09-02T02:04:01.149044+00:00""","""ETHFIUSD""","""LONG""","""CLOSED""","0.5766","null","null","null","null","null","null","null","null","null","0.55440517","0.62098966","0.6431845","0.68757416","3379.16532814","3379.16532814","0.0","false","1948.43","0.75","75.0","0.19","3.0","false","78","83","89","3.0","85.0","1.92","""V10""","4","75.0","""BULL""","""BULL""","91.0","9.0","90.0","61.0","90.0","65.0","false","false","{""regime"":true,""score"":true,""macro"":true,""1h"":true,""4h"":true,""1d"":true,""higher_timeframe_structure"":true,""adx_trend_strength"":true}","[""Strong macro confirmation"",""Strong 4H trend""]","""Qualified""","{""raw_score"":78,""adjusted_score"":83,""action"":""BUY"",""setup_score"":89,""trade_allowed"":true,""opportunity_status"":""ENTRY_READY"",""block_reason"":""Qualified"",""reasons"":[""Strong macro confirmation"",""Strong 4H trend""],""asset_tier"":4,""macro_score"":75.0,""macro_bias"":""BULL"",""market_regime"":""BULL"",""bull_probability"":91.0,""bear_probability"":9.0,""score_15m"":90.0,""score_1h"":61.0,""score_4h"":90.0,""score_1d"":65.0,""alignment"":false,""conflict"":false,""gate_results"":{""regime"":true,""score"":true,""macro"":true,""1h"":true,""4h"":true,""1d"":true,""higher_timeframe_structure"":true,""adx_trend_strength"":true}}","null","{""snapshot_id"":""c0290917876b44ceb9dbc1357aa0a092"",""snapshot_timestamp"":""2026-09-01T17:03:09.332350+00:00""}","""c0290917876b44ceb9dbc1357aa0a092""","""2026-09-01T17:03:09.332350+00:00""","{""decision_timestamp"":1788278400,""decision_status"":""closed"",""current_timestamp"":1788282000,""current_status"":""current""}","0.5853","0.5526","29.39873835","81.09996788","0.39198318","1.08133291","29.39873835","-81.09996788","false","false","false","0.39198318","0.5526","-81.1","0.0","7.63","0.0","-88.73","""STOP""","null","null","null","null","null","null"
"""ARBUSD-20260901200257""","null","""2026-09-01T20:02:57.179934+00:00""","""2026-09-02T12:00:05.465646+00:00""","""ARBUSD""","""LONG""","""CLOSED""","0.1074","null","null","null","null","null","null","null","null","null","0.1075","0.12159951","0.12869927","0.14289878","21127.47473154","21127.47473154","0.0","false","2269.09","1.5","150.0","0.23","3.0","false","78","98","96","3.0","85.0","3.31","""V10""","4","75.0","""BULL""","""BULL""","91.0","9.0","74.0","76.0","76.0","86.0","true","false","{""regime"":true,""score"":true,""macro"":true,""1h"":true,""4h"":true,""1d"":true,""higher_timeframe_structure"":true,""adx_trend_strength"":true}","[""Strong macro confirmation"",""Full timeframe alignment"",""Strong daily trend"",""Strong 4H trend""]","""Qualified""","{""raw_score"":78,""adjusted_score"":98,""action"":""STRONG BUY"",""setup_score"":96,""trade_allowed"":true,""opportunity_status"":""ENTRY_READY"",""block_reason"":""Qualified"",""reasons"":[""Strong macro confirmation"",""Full timeframe alignment"",""Strong daily trend"",""Strong 4H trend""],""asset_tier"":4,""macro_score"":75.0,""macro_bias"":""BULL"",""market_regime"":""BULL"",""bull_probability"":91.0,""bear_probability"":9.0,""score_15m"":74.0,""score_1h"":76.0,""score_4h"":76.0,""score_1d"":86.0,""alignment"":true,""conflict"":false,""gate_results"":{""regime"":true,""score"":true,""macro"":true,""1h"":true,""4h"":true,""1d"":true,""higher_timeframe_structure"":true,""adx_trend_strength"":true}}","null","{""snapshot_id"":""1cffea28217a4e5387b927afaba78ba0"",""snapshot_timestamp"":""2026-09-01T20:02:06.437592+00:00""}","""1cffea28217a4e5387b927afaba78ba0""","""2026-09-01T20:02:06.437592+00:00""","{""decision_timestamp"":1788289200,""decision_status"":""closed"",""current_timestamp"":1788292800,""current_status"":""current""}","0.1164","0.1072","190.14727258","4.22549495","1.26764848","0.02816997","190.14727258","-4.22549495","false","false","false","1.26764848","0.1075","2.11","0.0","11.81","0.0","-9.7","""STOP""","null","null","null","null","null","null"
"""TIAUSD-20260902010237""","null","""2026-09-02T01:02:37.242601+00:00""","""2026-09-04T13:06:45.772643+00:00""","""TIAUSD""","""LONG""","""CLOSED""","0.3517","null","null","null","null","null","null","null","null","null","0.3518","0.3750362","0.3867043","0.4100405","6427.78172967","6427.78172967","0.0","false","2260.65","0.75","75.0","0.23","3.0","false","77","82","86","3.0","85.0","1.66","""V10""","3","67.0","""NEUTRAL""","""BULL""","88.0","12.0","93.0","86.0","76.0","62.0","false","false","{""regime"":true,""score"":true,""macro"":true,""1h"":true,""4h"":true,""1d"":true,""higher_timeframe_structure"":true,""adx_trend_strength"":true}","[""Strong 4H trend""]","""Qualified""","{""raw_score"":77,""adjusted_score"":82,""action"":""BUY"",""setup_score"":86,""trade_allowed"":true,""opportunity_status"":""ENTRY_READY"",""block_reason"":""Qualified"",""reasons"":[""Strong 4H trend""],""asset_tier"":3,""macro_score"":67.0,""macro_bias"":""NEUTRAL"",""market_regime"":""BULL"",""bull_probability"":88.0,""bear_probability"":12.0,""score_15m"":93.0,""score_1h"":86.0,""score_4h"":76.0,""score_1d"":62.0,""alignment"":false,""conflict"":false,""gate_results"":{""regime"":true,""score"":true,""macro"":true,""1h"":true,""4h"":true,""1d"":true,""higher_timeframe_structure"":true,""adx_trend_strength"":true}}","null","{""snapshot_id"":""3e211562379a4ef8b3480f38f15d7584"",""snapshot_timestamp"":""2026-09-02T01:01:43.736173+00:00""}","""3e211562379a4ef8b3480f38f15d7584""","""2026-09-02T01:01:43.736173+00:00""","{""decision_timestamp"":1788307200,""decision_status"":""closed"",""current_timestamp"":1788310800,""current_status"":""current""}","0.3744","0.3459","145.91064526","37.28113403","1.94547527","0.49708179","145.91064526","-37.28113403","false","false","false","1.94547527","0.3503","-9.0","0.0","9.02","0.0","-18.02","""STOP""","null","null","null","null","null","null"
"""FETUSD-20260902040640""","null","""2026-09-02T04:06:40.766015+00:00""","""2026-09-04T13:06:47.212372+00:00""","""FETUSD""","""LONG""","""CLOSED""","0.1547","null","null","null","null","null","null","null","null","null","0.1548","0.16384218","0.16841327","0.17755546","21876.62023719","21876.62023719","0.0","false","3384.31","1.0","100.0","0.34","3.0","false","84","89","91","3.0","85.0","1.48","""V10""","3","67.0","""NEUTRAL""","""BULL""","89.0","11.0","90.0","78.0","98.0","56.0","false","false","{""regime"":true,""score"":true,""macro"":true,""1h"":true,""4h"":true,""1d"":true,""higher_timeframe_structure"":true,""adx_trend_strength"":true}","[""Strong 4H trend""]","""Qualified""","{""raw_score"":84,""adjusted_score"":89,""action"":""BUY"",""setup_score"":91,""trade_allowed"":true,""opportunity_status"":""ENTRY_READY"",""block_reason"":""Qualified"",""reasons"":[""Strong 4H trend""],""asset_tier"":3,""macro_score"":67.0,""macro_bias"":""NEUTRAL"",""market_regime"":""BULL"",""bull_probability"":89.0,""bear_probability"":11.0,""score_15m"":90.0,""score_1h"":78.0,""score_4h"":98.0,""score_1d"":56.0,""alignment"":false,""conflict"":false,""gate_results"":{""regime"":true,""score"":true,""macro"":true,""1h"":true,""4h"":true,""1d"":true,""higher_timeframe_structure"":true,""adx_trend_strength"":true}}","null","{""snapshot_id"":""c13b7765cd6249119fcc53831cd9976a"",""snapshot_timestamp"":""2026-09-02T04:03:15.268445+00:00""}","""c13b7765cd6249119fcc53831cd9976a""","""2026-09-02T04:03:15.268445+00:00""","{""decision_timestamp"":1788318000,""decision_status"":""closed"",""current_timestamp"":1788321600,""current_status"":""current""}","0.1606","0.1507","129.0720594","87.50648095","1.29072059","0.87506481","129.0720594","-87.50648095","false","false","false","1.29072059","0.154","-15.31","0.0","13.51","0.0","-28.82","""STOP""","null","null","null","null","null","null"
"""JUPUSD-20260902060046""","null","""2026-09-02T06:00:46.960517+00:00""","""2026-09-02T13:00:10.742092+00:00""","""JUPUSD""","""LONG""","""CLOSED""","0.21731","null","null","null","null","null","null","null","null","null","0.21084501","0.23023998","0.23670497","0.24963495","15467.92802464","15467.92802464","0.0","false","3361.34","1.0","100.0","0.34","3.0","false","76","86","91","3.0","85.0","1.49","""V10""","3","67.0","""NEUTRAL""","""BULL""","89.0","11.0","85.0","56.0","84.0","78.0","false","false","{""regime"":true,""score"":true,""macro"":true,""1h"":true,""4h"":true,""1d"":true,""higher_timeframe_structure"":true,""adx_trend_strength"":true}","[""Strong daily trend"",""Strong 4H trend""]","""Qualified""","{""raw_score"":76,""adjusted_score"":86,""action"":""BUY"",""setup_score"":91,""trade_allowed"":true,""opportunity_status"":""ENTRY_READY"",""block_reason"":""Qualified"",""reasons"":[""Strong daily trend"",""Strong 4H trend""],""asset_tier"":3,""macro_score"":67.0,""macro_bias"":""NEUTRAL"",""market_regime"":""BULL"",""bull_probability"":89.0,""bear_probability"":11.0,""score_15m"":85.0,""score_1h"":56.0,""score_4h"":84.0,""score_1d"":78.0,""alignment"":false,""conflict"":false,""gate_results"":{""regime"":true,""score"":true,""macro"":true,""1h"":true,""4h"":true,""1d"":true,""higher_timeframe_structure"":true,""adx_trend_strength"":true}}","null","{""snapshot_id"":""2879b174fbef4772966d5019eef565fb"",""snapshot_timestamp"":""2026-09-02T05:59:47.484764+00:00""}","""2879b174fbef4772966d5019eef565fb""","""2026-09-02T05:59:47.484764+00:00""","{""decision_timestamp"":1788325200,""decision_status"":""closed"",""current_timestamp"":1788328800,""current_status"":""current""}","0.21731","0.20898","0.0","128.84784045","0.0","1.2884784","0.0","-128.84784045","false","false","false","0.0","0.20898","-128.85","0.0","13.18","0.0","-142.03","""STOP""","null","null","null","null","null","null"
"""VIRTUALUSD-20260902100329""","null","""2026-09-02T10:03:29.311869+00:00""","""2026-09-02T12:00:09.910589+00:00""","""VIRTUALUSD""","""LONG""","""CLOSED""","0.6927","null","null","null","null","null","null","null","null","null","0.67507996","0.72794009","0.74556013","0.78080021","4256.51701131","4256.51701131","0.0","false","2948.49","0.75","75.0","0.29","3.0","false","78","83","86","3.0","85.0","1.27","""V10""","3","67.0","""NEUTRAL""","""BULL""","88.0","12.0","61.0","66.0","90.0","66.0","false","false","{""regime"":true,""score"":true,""macro"":true,""1h"":true,""4h"":true,""1d"":true,""higher_timeframe_structure"":true,""adx_trend_strength"":true}","[""Strong 4H trend""]","""Qualified""","{""raw_score"":78,""adjusted_score"":83,""action"":""BUY"",""setup_score"":86,""trade_allowed"":true,""opportunity_status"":""ENTRY_READY"",""block_reason"":""Qualified"",""reasons"":[""Strong 4H trend""],""asset_tier"":3,""macro_score"":67.0,""macro_bias"":""NEUTRAL"",""market_regime"":""BULL"",""bull_probability"":88.0,""bear_probability"":12.0,""score_15m"":61.0,""score_1h"":66.0,""score_4h"":90.0,""score_1d"":66.0,""alignment"":false,""conflict"":false,""gate_results"":{""regime"":true,""score"":true,""macro"":true,""1h"":true,""4h"":true,""1d"":true,""higher_timeframe_structure"":true,""adx_trend_strength"":true}}","null","{""snapshot_id"":""8b0764eb16ad44e6a03a770a03aa23dc"",""snapshot_timestamp"":""2026-09-02T10:02:34.529314+00:00""}","""8b0764eb16ad44e6a03a770a03aa23dc""","""2026-09-02T10:02:34.529314+00:00""","{""decision_timestamp"":1788339600,""decision_status"":""closed"",""current_timestamp"":1788343200,""current_status"":""current""}","0.6927","0.6728","0.0","84.70468853","0.0","1.12939585","0.0","-84.70468853","false","false","false","0.0","0.6728","-84.7","0.0","11.63","0.0","-96.33","""STOP""","null","null","null","null","null","null"
"""FILUSD-20260902143451""","null","""2026-09-02T14:34:51.399964+00:00""","""2026-09-04T06:04:03.191261+00:00""","""FILUSD""","""LONG""","""CLOSED""","0.768","null","null","null","null","null","null","null","null","null","0.769","0.83559499","0.86939249","0.93698748","2958.79872772","2958.79872772","0.0","false","2272.36","1.0","100.0","0.23","3.0","false","75","85","92","3.0","85.0","2.2","""V10""","4","67.0","""NEUTRAL""","""BULL""","89.0","11.0","73.0","74.0","77.0","70.0","true","false","{""regime"":true,""score"":true,""macro"":true,""1h"":true,""4h"":true,""1d"":true,""higher_timeframe_structure"":true,""adx_trend_strength"":true}","[""Full timeframe alignment"",""Strong 4H trend""]","""Qualified""","{""raw_score"":75,""adjusted_score"":85,""action"":""BUY"",""setup_score"":92,""trade_allowed"":true,""opportunity_status"":""ENTRY_READY"",""block_reason"":""Qualified"",""reasons"":[""Full timeframe alignment"",""Strong 4H trend""],""asset_tier"":4,""macro_score"":67.0,""macro_bias"":""NEUTRAL"",""market_regime"":""BULL"",""bull_probability"":89.0,""bear_probability"":11.0,""score_15m"":73.0,""score_1h"":74.0,""score_4h"":77.0,""score_1d"":70.0,""alignment"":true,""conflict"":false,""gate_results"":{""regime"":true,""score"":true,""macro"":true,""1h"":true,""4h"":true,""1d"":true,""higher_timeframe_structure"":true,""adx_trend_strength"":true}}","null","{""snapshot_id"":""829e5647ef474a5ba7bce06b82486f4d"",""snapshot_timestamp"":""2026-09-02T14:33:51.481400+00:00""}","""829e5647ef474a5ba7bce06b82486f4d""","""2026-09-02T14:33:51.481400+00:00""","{""decision_timestamp"":1788354000,""decision_status"":""closed"",""current_timestamp"":1788357600,""current_status"":""current""}","0.817","0.764","144.98113766","11.83519491","1.44981138","0.11835195","144.98113766","-11.83519491","false","false","false","1.44981138","0.769","2.96","0.0","9.09","0.0","-6.13","""STOP""","null","null","null","null","null","null"
"""WIFUSD-20260902160148""","null","""2026-09-02T16:01:48.646701+00:00""","""2026-09-03T17:01:22.904387+00:00""","""WIFUSD""","""LONG""","""CLOSED""","0.1978","null","null","null","null","null","null","null","null","null","0.20905116","0.20889769","0.21444653","0.22554422","13516.33855004","13516.33855004","0.0","true","2673.53","0.75","75.0","0.27","3.0","false","83","83","87","3.0","85.0","1.4","""V10""","4","67.0","""NEUTRAL""","""BULL""","90.0","10.0","96.0","66.0","95.0","73.0","false","false","{""regime"":true,""score"":true,""macro"":true,""1h"":true,""4h"":true,""1d"":true,""higher_timeframe_structure"":true,""adx_trend_strength"":true}","[""Strong 4H trend""]","""Qualified""","{""raw_score"":83,""adjusted_score"":83,""action"":""BUY"",""setup_score"":87,""trade_allowed"":true,""opportunity_status"":""ENTRY_READY"",""block_reason"":""Qualified"",""reasons"":[""Strong 4H trend""],""asset_tier"":4,""macro_score"":67.0,""macro_bias"":""NEUTRAL"",""market_regime"":""BULL"",""bull_probability"":90.0,""bear_probability"":10.0,""score_15m"":96.0,""score_1h"":66.0,""score_4h"":95.0,""score_1d"":73.0,""alignment"":false,""conflict"":false,""gate_results"":{""regime"":true,""score"":true,""macro"":true,""1h"":true,""4h"":true,""1d"":true,""higher_timeframe_structure"":true,""adx_trend_strength"":true}}","null","{""snapshot_id"":""9975b830e80942a9aa29de6dfc31186f"",""snapshot_timestamp"":""2026-09-02T16:00:46.125363+00:00""}","""9975b830e80942a9aa29de6dfc31186f""","""2026-09-02T16:00:46.125363+00:00""","{""decision_timestamp"":1788361200,""decision_status"":""closed"",""current_timestamp"":1788364800,""current_status"":""current""}","0.2146","0.1959","227.07448764","25.68104325","3.02765984","0.34241391","227.07448764","-25.68104325","true","true","false","3.02765984","0.2146","188.56","75.02","11.07","2.82","177.49","""TP2""","null","null","null","null","null","null"
"""PENDLEUSD-20260902160151""","null","""2026-09-02T16:01:51.326116+00:00""","""2026-09-03T23:00:24.395032+00:00""","""PENDLEUSD""","""LONG""","""CLOSED""","1.799","null","null","null","null","null","null","null","null","null","1.90983487","1.90533026","1.95849539","2.06482566","1410.69908039","1410.69908039","0.0","true","2537.85","0.75","75.0","0.25","3.0","false","81","81","86","3.0","85.0","1.48","""V10""","4","67.0","""NEUTRAL""","""BULL""","90.0","10.0","82.0","81.0","88.0","61.0","false","false","{""regime"":true,""score"":true,""macro"":true,""1h"":true,""4h"":true,""1d"":true,""higher_timeframe_structure"":true,""adx_trend_strength"":true}","[""Strong 4H trend""]","""Qualified""","{""raw_score"":81,""adjusted_score"":81,""action"":""BUY"",""setup_score"":86,""trade_allowed"":true,""opportunity_status"":""ENTRY_READY"",""block_reason"":""Qualified"",""reasons"":[""Strong 4H trend""],""asset_tier"":4,""macro_score"":67.0,""macro_bias"":""NEUTRAL"",""market_regime"":""BULL"",""bull_probability"":90.0,""bear_probability"":10.0,""score_15m"":82.0,""score_1h"":81.0,""score_4h"":88.0,""score_1d"":61.0,""alignment"":false,""conflict"":false,""gate_results"":{""regime"":true,""score"":true,""macro"":true,""1h"":true,""4h"":true,""1d"":true,""higher_timeframe_structure"":true,""adx_trend_strength"":true}}","null","{""snapshot_id"":""9975b830e80942a9aa29de6dfc31186f"",""snapshot_timestamp"":""2026-09-02T16:00:46.125363+00:00""}","""9975b830e80942a9aa29de6dfc31186f""","""2026-09-02T16:00:46.125363+00:00""","{""decision_timestamp"":1788361200,""decision_status"":""closed"",""current_timestamp"":1788364800,""current_status"":""current""}","1.963","1.797","231.35464918","2.82139816","3.08472866","0.03761864","231.35464918","-2.82139816","true","true","false","3.08472866","1.963","192.56","76.88","13.7","3.5","178.86","""TP2""","null","null","null","null","null","null"
"""JUPUSD-20260903010048""","null","""2026-09-03T01:00:48.961749+00:00""","""2026-09-03T23:00:25.918040+00:00""","""JUPUSD""","""LONG""","""CLOSED""","0.21903","null","null","null","null","null","null","null","null","null","0.23028199","0.23280601","0.23969402","0.25347004","10888.48593425","10888.48593425","0.0","true","2384.91","0.75","75.0","0.24","3.0","false","79","84","86","3.0","85.0","1.57","""V10""","3","55.0","""NEUTRAL""","""BULL""","79.0","21.0","65.0","86.0","81.0","70.0","false","false","{""regime"":true,""score"":true,""macro"":true,""1h"":true,""4h"":true,""1d"":true,""higher_timeframe_structure"":true,""adx_trend_strength"":true}","[""Strong 4H trend""]","""Qualified""","{""raw_score"":79,""adjusted_score"":84,""action"":""BUY"",""setup_score"":86,""trade_allowed"":true,""opportunity_status"":""ENTRY_READY"",""block_reason"":""Qualified"",""reasons"":[""Strong 4H trend""],""asset_tier"":3,""macro_score"":55.0,""macro_bias"":""NEUTRAL"",""market_regime"":""BULL"",""bull_probability"":79.0,""bear_probability"":21.0,""score_15m"":65.0,""score_1h"":86.0,""score_4h"":81.0,""score_1d"":70.0,""alignment"":false,""conflict"":false,""gate_results"":{""regime"":true,""score"":true,""macro"":true,""1h"":true,""4h"":true,""1d"":true,""higher_timeframe_structure"":true,""adx_trend_strength"":true}}","null","{""snapshot_id"":""2ee10f4fd49c4325ac1bbdff3bf702ea"",""snapshot_timestamp"":""2026-09-03T00:59:49.680196+00:00""}","""2ee10f4fd49c4325ac1bbdff3bf702ea""","""2026-09-03T00:59:49.680196+00:00""","{""decision_timestamp"":1788393600,""decision_status"":""closed"",""current_timestamp"":1788397200,""current_status"":""current""}","0.23717","0.21619","197.51713485","30.92330005","2.6335618","0.41231067","197.51713485","-30.92330005","true","false","false","2.6335618","0.22866","140.03","87.6","9.82","2.56","130.21","""STOP""","null","null","null","null","null","null"
"""ORCAUSD-20260903040624""","null","""2026-09-03T04:06:24.900553+00:00""","""2026-09-04T13:06:48.655518+00:00""","""ORCAUSD""","""LONG""","""CLOSED""","1.253","null","null","null","null","null","null","null","null","null","1.254","1.29679099","1.31868649","1.36247748","6850.72275125","6850.72275125","0.0","false","8583.96","1.5","150.0","0.86","3.0","false","89","100","91","3.0","70.0","0.87","""V10""","3","55.0","""NEUTRAL""","""BULL""","80.0","20.0","81.0","78.0","98.0","82.0","true","false","{""regime"":true,""score"":true,""macro"":true,""1h"":true,""4h"":true,""1d"":true,""higher_timeframe_structure"":true,""adx_trend_strength"":true}","[""Full timeframe alignment"",""Strong daily trend"",""Strong 4H trend""]","""Qualified""","{""raw_score"":89,""adjusted_score"":100,""action"":""STRONG BUY"",""setup_score"":91,""trade_allowed"":true,""opportunity_status"":""ENTRY_READY"",""block_reason"":""Qualified"",""reasons"":[""Full timeframe alignment"",""Strong daily trend"",""Strong 4H trend""],""asset_tier"":3,""macro_score"":55.0,""macro_bias"":""NEUTRAL"",""market_regime"":""BULL"",""bull_probability"":80.0,""bear_probability"":20.0,""score_15m"":81.0,""score_1h"":78.0,""score_4h"":98.0,""score_1d"":82.0,""alignment"":true,""conflict"":false,""gate_results"":{""regime"":true,""score"":true,""macro"":true,""1h"":true,""4h"":true,""1d"":true,""higher_timeframe_structure"":true,""adx_trend_strength"":true}}","null","{""snapshot_id"":""93f041a6332e4bd78ed922ed45893bd1"",""snapshot_timestamp"":""2026-09-03T04:05:31.271859+00:00""}","""93f041a6332e4bd78ed922ed45893bd1""","""2026-09-03T04:05:31.271859+00:00""","{""decision_timestamp"":1788404400,""decision_status"":""closed"",""current_timestamp"":1788408000,""current_status"":""current""}","1.291","1.246","260.32746455","47.95505926","1.73551643","0.3197004","260.32746455","-47.95505926","false","false","false","1.73551643","1.246","-47.96","0.0","34.24","0.0","-82.2","""STOP""","null","null","null","null","null","null"
"""XBTUSD-20260903050506""","null","""2026-09-03T05:05:06.956269+00:00""","""2026-09-03T15:01:27.084883+00:00""","""XBTUSD""","""LONG""","""CLOSED""","77743.8","null","null","null","null","null","null","null","null","null","79734.8533016","79372.49339679","80186.84009519","81815.53349198","0.09209837","0.09209837","0.0","false","7160.08","0.75","75.0","0.72","3.0","false","72","82","82","3.0","70.0","0.52","""V10""","1","55.0","""NEUTRAL""","""BULL""","80.0","20.0","82.0","76.0","75.0","55.0","false","false","{""regime"":true,""score"":true,""macro"":true,""1h"":true,""4h"":true,""1d"":true,""higher_timeframe_structure"":true,""adx_trend_strength"":true}","[""Strong 4H trend""]","""Qualified""","{""raw_score"":72,""adjusted_score"":82,""action"":""BUY"",""setup_score"":82,""trade_allowed"":true,""opportunity_status"":""ENTRY_READY"",""block_reason"":""Qualified"",""reasons"":[""Strong 4H trend""],""asset_tier"":1,""macro_score"":55.0,""macro_bias"":""NEUTRAL"",""market_regime"":""BULL"",""bull_probability"":80.0,""bear_probability"":20.0,""score_15m"":82.0,""score_1h"":76.0,""score_4h"":75.0,""score_1d"":55.0,""alignment"":false,""conflict"":false,""gate_results"":{""regime"":true,""score"":true,""macro"":true,""1h"":true,""4h"":true,""1d"":true,""higher_timeframe_structure"":true,""adx_trend_strength"":true}}","null","{""snapshot_id"":""e4e420c845f94cc398a42970f1ca4ab7"",""snapshot_timestamp"":""2026-09-03T05:04:09.247623+00:00""}","""e4e420c845f94cc398a42970f1ca4ab7""","""2026-09-03T05:04:09.247623+00:00""","{""decision_timestamp"":1788408000,""decision_status"":""closed"",""current_timestamp"":1788411600,""current_status"":""current""}","80549.2","77578.6","258.3727672","15.21465072","3.44497023","0.20286201","258.3727672","-15.21465072","true","true","false","3.44497023","80549.2","258.37","0.0","29.16","0.0","229.21","""TP2""","null","null","null","null","null","null"
"""XBTUSD-20260903152034""","null","""2026-09-03T15:20:34.381435+00:00""","""2026-09-04T13:06:50.263017+00:00""","""XBTUSD""","""LONG""","""CLOSED""","80562.1","null","null","null","null","null","null","null","null","null","80562.2","82716.12687115","83793.14030672","85947.16717786","0.11606169","0.11606169","0.0","false","9350.17","1.25","125.0","0.94","3.0","false","85","92","89","3.0","70.0","0.67","""V10""","1","55.0","""NEUTRAL""","""BULL""","81.0","19.0","92.0","80.0","99.0","55.0","false","true","{""regime"":true,""score"":true,""macro"":true,""1h"":true,""4h"":true,""1d"":true,""higher_timeframe_structure"":true,""adx_trend_strength"":true}","[""Timeframe conflict penalty"",""Strong 4H trend""]","""Qualified""","{""raw_score"":85,""adjusted_score"":92,""action"":""STRONG BUY"",""setup_score"":89,""trade_allowed"":true,""opportunity_status"":""ENTRY_READY"",""block_reason"":""Qualified"",""reasons"":[""Timeframe conflict penalty"",""Strong 4H trend""],""asset_tier"":1,""macro_score"":55.0,""macro_bias"":""NEUTRAL"",""market_regime"":""BULL"",""bull_probability"":81.0,""bear_probability"":19.0,""score_15m"":92.0,""score_1h"":80.0,""score_4h"":99.0,""score_1d"":55.0,""alignment"":false,""conflict"":true,""gate_results"":{""regime"":true,""score"":true,""macro"":true,""1h"":true,""4h"":true,""1d"":true,""higher_timeframe_structure"":true,""adx_trend_strength"":true}}","null","{""snapshot_id"":""3b4633b3e1514883968b4f6f8c7c0b92"",""snapshot_timestamp"":""2026-09-03T15:19:40.803182+00:00""}","""3b4633b3e1514883968b4f6f8c7c0b92""","""2026-09-03T15:19:40.803182+00:00""","{""decision_timestamp"":1788444000,""decision_status"":""closed"",""current_timestamp"":1788447600,""current_status"":""current""}","81746.9","79443.0","137.50989031","129.88463728","1.10007912","1.0390771","137.50989031","-129.88463728","false","false","false","1.10007912","79443.0","-129.88","0.0","37.14","0.0","-167.02","""STOP""","null","null","null","null","null","null"
